id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
1,0.24,0.12,0.17,0.15,0.03,0.16
2,0.24,0.11,0.18,0.15,0.03,0.16
3,0.24,0.12,0.17,0.15,0.03,0.17
4,0.24,0.12,0.17,0.15,0.03,0.16
5,0.25,0.12,0.19,0.15,0.02,0.16
6,0.24,0.11,0.18,0.15,0.03,0.16
7,0.25,0.11,0.17,0.15,0.02,0.17
8,0.24,0.12,0.18,0.15,0.03,0.16
9,0.25,0.12,0.18,0.16,0.03,0.17
10,0.24,0.11,0.18,0.15,0.02,0.16
11,0.24,0.12,0.17,0.15,0.02,0.16
12,0.24,0.12,0.17,0.15,0.03,0.16
13,0.24,0.12,0.17,0.14,0.04,0.17
14,0.24,0.11,0.17,0.15,0.02,0.16
15,0.25,0.12,0.17,0.15,0.03,0.17
16,0.24,0.12,0.18,0.15,0.03,0.16
17,0.24,0.12,0.18,0.15,0.03,0.16
18,0.24,0.11,0.18,0.15,0.02,0.16
19,0.24,0.12,0.18,0.15,0.03,0.16
20,0.24,0.11,0.18,0.15,0.03,0.16
21,0.24,0.12,0.17,0.15,0.03,0.16
22,0.24,0.12,0.17,0.15,0.03,0.16
23,0.24,0.12,0.17,0.15,0.03,0.16
24,0.24,0.12,0.17,0.15,0.04,0.16
25,0.24,0.12,0.17,0.15,0.03,0.16
26,0.24,0.12,0.18,0.15,0.03,0.16
27,0.25,0.11,0.18,0.15,0.03,0.16
28,0.25,0.11,0.18,0.15,0.03,0.16
29,0.24,0.11,0.18,0.15,0.02,0.16
30,0.24,0.12,0.17,0.15,0.03,0.16
31,0.24,0.11,0.17,0.15,0.03,0.16
32,0.24,0.12,0.18,0.15,0.03,0.16
33,0.24,0.12,0.18,0.15,0.03,0.16
34,0.24,0.12,0.17,0.15,0.02,0.16
35,0.24,0.11,0.17,0.15,0.02,0.16
36,0.24,0.12,0.18,0.15,0.03,0.16
37,0.24,0.12,0.17,0.15,0.03,0.16
38,0.25,0.11,0.17,0.15,0.03,0.15
39,0.24,0.12,0.18,0.15,0.02,0.16
40,0.24,0.12,0.18,0.15,0.03,0.16
41,0.24,0.11,0.19,0.15,0.02,0.16
42,0.23,0.12,0.18,0.14,0.02,0.17
43,0.24,0.11,0.17,0.15,0.02,0.16
44,0.24,0.12,0.18,0.15,0.03,0.16
45,0.24,0.11,0.17,0.15,0.02,0.16
46,0.25,0.12,0.17,0.14,0.02,0.16
47,0.24,0.11,0.17,0.15,0.03,0.16
48,0.24,0.12,0.17,0.15,0.03,0.17
49,0.25,0.12,0.18,0.15,0.03,0.16
50,0.24,0.11,0.18,0.14,0.03,0.16
51,0.24,0.11,0.18,0.15,0.03,0.16
52,0.23,0.12,0.17,0.15,0.03,0.16
53,0.24,0.12,0.18,0.15,0.03,0.17
54,0.24,0.12,0.17,0.15,0.03,0.16
55,0.24,0.12,0.18,0.15,0.03,0.16
56,0.24,0.13,0.17,0.15,0.02,0.17
57,0.25,0.12,0.17,0.16,0.03,0.16
58,0.24,0.11,0.17,0.15,0.03,0.17
59,0.24,0.12,0.17,0.15,0.03,0.16
60,0.24,0.12,0.17,0.15,0.04,0.16
61,0.24,0.11,0.17,0.15,0.03,0.16
62,0.24,0.11,0.18,0.16,0.03,0.16
63,0.24,0.11,0.17,0.14,0.03,0.17
64,0.24,0.11,0.18,0.15,0.03,0.16
65,0.24,0.12,0.18,0.15,0.03,0.16
66,0.24,0.12,0.18,0.15,0.03,0.16
67,0.24,0.12,0.18,0.15,0.03,0.16
68,0.24,0.12,0.17,0.15,0.03,0.16
69,0.24,0.11,0.17,0.15,0.03,0.16
70,0.24,0.12,0.18,0.14,0.03,0.16
71,0.24,0.12,0.17,0.15,0.03,0.16
72,0.24,0.12,0.17,0.15,0.03,0.16
73,0.24,0.12,0.17,0.15,0.03,0.16
74,0.24,0.12,0.18,0.15,0.02,0.16
75,0.24,0.12,0.18,0.15,0.02,0.16
76,0.24,0.12,0.18,0.15,0.03,0.16
77,0.24,0.12,0.18,0.15,0.03,0.15
78,0.24,0.11,0.18,0.15,0.03,0.16
79,0.24,0.12,0.18,0.15,0.03,0.16
80,0.24,0.12,0.17,0.13,0.03,0.16
81,0.24,0.11,0.18,0.15,0.03,0.17
82,0.24,0.12,0.17,0.15,0.03,0.16
83,0.24,0.12,0.17,0.15,0.03,0.16
84,0.25,0.11,0.17,0.15,0.03,0.16
85,0.24,0.11,0.18,0.15,0.03,0.16
86,0.24,0.12,0.17,0.15,0.03,0.16
87,0.24,0.12,0.17,0.13,0.02,0.16
88,0.24,0.11,0.17,0.14,0.02,0.17
89,0.24,0.12,0.17,0.14,0.02,0.16
90,0.24,0.12,0.18,0.15,0.03,0.16
91,0.24,0.11,0.17,0.15,0.02,0.16
92,0.24,0.11,0.17,0.14,0.02,0.16
93,0.25,0.12,0.17,0.15,0.03,0.16
94,0.24,0.12,0.17,0.15,0.03,0.17
95,0.24,0.12,0.17,0.15,0.03,0.17
96,0.24,0.12,0.17,0.15,0.02,0.16
97,0.24,0.12,0.18,0.15,0.03,0.16
98,0.24,0.12,0.17,0.15,0.04,0.17
99,0.24,0.11,0.18,0.15,0.02,0.16
100,0.24,0.12,0.17,0.15,0.03,0.16
101,0.24,0.12,0.17,0.15,0.03,0.16
102,0.24,0.12,0.18,0.15,0.03,0.16
103,0.24,0.12,0.18,0.15,0.03,0.16
104,0.24,0.12,0.17,0.15,0.03,0.16
105,0.24,0.12,0.17,0.15,0.03,0.17
106,0.25,0.11,0.17,0.15,0.02,0.17
107,0.25,0.13,0.18,0.15,0.03,0.16
108,0.25,0.13,0.18,0.15,0.03,0.17
109,0.25,0.12,0.18,0.15,0.03,0.16
110,0.26,0.13,0.18,0.15,0.03,0.17
111,0.26,0.14,0.18,0.15,0.02,0.17
112,0.26,0.14,0.18,0.16,0.02,0.17
113,0.26,0.14,0.17,0.16,0.04,0.17
114,0.28,0.15,0.18,0.15,0.03,0.16
115,0.29,0.16,0.18,0.15,0.03,0.17
116,0.30,0.16,0.19,0.16,0.02,0.17
117,0.30,0.16,0.18,0.16,0.03,0.16
118,0.31,0.16,0.18,0.16,0.03,0.17
119,0.30,0.16,0.18,0.16,0.03,0.17
120,0.31,0.16,0.19,0.15,0.03,0.17
121,0.31,0.17,0.19,0.16,0.03,0.17
122,0.31,0.17,0.19,0.16,0.03,0.17
123,0.30,0.17,0.19,0.16,0.02,0.17
124,0.30,0.17,0.19,0.16,0.03,0.17
125,0.30,0.17,0.19,0.16,0.03,0.17
126,0.31,0.17,0.18,0.17,0.03,0.17
127,0.30,0.17,0.19,0.17,0.03,0.18
128,0.31,0.16,0.19,0.17,0.03,0.18
129,0.31,0.17,0.19,0.17,0.03,0.18
130,0.31,0.19,0.20,0.17,0.03,0.16
131,0.32,0.19,0.19,0.17,0.02,0.18
132,0.31,0.19,0.20,0.17,0.03,0.17
133,0.31,0.19,0.20,0.17,0.03,0.18
134,0.31,0.19,0.19,0.17,0.03,0.19
135,0.31,0.19,0.20,0.18,0.03,0.18
136,0.31,0.20,0.20,0.18,0.03,0.18
137,0.31,0.19,0.20,0.17,0.03,0.18
138,0.30,0.19,0.19,0.18,0.04,0.18
139,0.30,0.18,0.21,0.18,0.02,0.17
140,0.30,0.18,0.20,0.17,0.02,0.18
141,0.30,0.17,0.20,0.17,0.03,0.18
142,0.30,0.16,0.20,0.17,0.03,0.18
143,0.30,0.16,0.20,0.17,0.03,0.19
144,0.29,0.17,0.20,0.17,0.03,0.18
145,0.28,0.17,0.20,0.18,0.03,0.19
146,0.29,0.17,0.19,0.16,0.03,0.19
147,0.29,0.16,0.19,0.17,0.03,0.18
148,0.29,0.17,0.20,0.17,0.03,0.18
149,0.29,0.17,0.20,0.17,0.03,0.19
150,0.30,0.17,0.20,0.17,0.03,0.17
151,0.30,0.17,0.20,0.17,0.03,0.18
152,0.29,0.17,0.19,0.17,0.03,0.18
153,0.29,0.18,0.20,0.17,0.03,0.18
154,0.30,0.17,0.19,0.17,0.03,0.18
155,0.29,0.17,0.19,0.17,0.03,0.18
156,0.30,0.17,0.20,0.17,0.03,0.18
157,0.30,0.17,0.20,0.17,0.03,0.18
158,0.29,0.17,0.20,0.16,0.03,0.18
159,0.30,0.17,0.20,0.17,0.03,0.18
160,0.29,0.16,0.20,0.16,0.03,0.18
161,0.30,0.17,0.19,0.17,0.03,0.18
