id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
1,0.18,0.60,0.01,1.08,0.13,0.22
2,0.18,0.60,0.02,1.07,0.12,0.22
3,0.18,0.60,0.02,1.07,0.13,0.22
4,0.18,0.60,0.02,1.08,0.12,0.22
5,0.18,0.60,0.02,1.07,0.12,0.22
6,0.18,0.60,0.02,1.07,0.12,0.22
7,0.19,0.59,0.02,1.08,0.12,0.23
8,0.18,0.60,0.02,1.08,0.13,0.22
9,0.18,0.60,0.03,1.07,0.13,0.23
10,0.18,0.60,0.02,1.08,0.12,0.22
11,0.18,0.60,0.02,1.08,0.13,0.22
12,0.18,0.60,0.02,1.08,0.12,0.22
13,0.19,0.60,0.01,1.08,0.13,0.22
14,0.18,0.60,0.01,1.07,0.12,0.22
15,0.18,0.60,0.01,1.08,0.13,0.23
16,0.18,0.60,0.02,1.07,0.13,0.23
17,0.18,0.60,0.02,1.08,0.15,0.23
18,0.18,0.60,0.01,1.07,0.14,0.23
19,0.18,0.60,0.02,1.07,0.13,0.22
20,0.18,0.60,0.02,1.08,0.14,0.22
21,0.18,0.60,0.01,1.08,0.12,0.22
22,0.18,0.61,0.00,1.08,0.12,0.22
23,0.18,0.59,0.02,1.07,0.12,0.23
24,0.18,0.60,0.01,1.07,0.13,0.22
25,0.18,0.60,0.01,1.07,0.13,0.22
26,0.18,0.59,0.02,1.07,0.13,0.23
27,0.18,0.60,0.01,1.07,0.13,0.22
28,0.18,0.60,0.01,1.07,0.13,0.23
29,0.18,0.60,0.01,1.07,0.13,0.23
30,0.18,0.60,0.01,1.07,0.12,0.22
31,0.18,0.60,0.02,1.07,0.13,0.22
32,0.18,0.60,0.02,1.07,0.12,0.24
33,0.19,0.59,0.02,1.07,0.13,0.22
34,0.18,0.60,0.02,1.07,0.13,0.22
35,0.17,0.61,0.01,1.07,0.12,0.22
36,0.18,0.60,0.01,1.07,0.13,0.22
37,0.18,0.59,0.01,1.08,0.14,0.20
38,0.17,0.60,0.01,1.07,0.14,0.23
