id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
233,0.19,0.64,0.02,1.12,0.13,0.22
234,0.18,0.63,0.02,1.13,0.13,0.21
235,0.18,0.63,0.01,1.13,0.13,0.22
236,0.18,0.63,0.02,1.12,0.11,0.22
237,0.18,0.65,0.01,1.13,0.13,0.22
238,0.18,0.63,0.02,1.13,0.13,0.22
239,0.18,0.63,0.02,1.12,0.13,0.22
240,0.18,0.63,0.02,1.13,0.13,0.22
241,0.18,0.64,0.02,1.13,0.13,0.23
242,0.19,0.64,0.01,1.12,0.12,0.22
243,0.18,0.64,0.02,1.13,0.12,0.23
244,0.18,0.64,0.02,1.13,0.13,0.22
245,0.17,0.63,0.01,1.13,0.13,0.22
246,0.18,0.64,0.01,1.12,0.14,0.22
247,0.19,0.63,0.01,1.13,0.13,0.22
248,0.18,0.64,0.01,1.13,0.12,0.25
249,0.18,0.64,0.02,1.13,0.13,0.22
250,0.17,0.64,0.01,1.12,0.11,0.22
251,0.18,0.64,0.01,1.13,0.13,0.23
252,0.18,0.64,0.02,1.13,0.13,0.23
253,0.18,0.64,0.01,1.13,0.12,0.23
254,0.19,0.65,0.02,1.14,0.14,0.23
255,0.18,0.64,0.02,1.13,0.13,0.23
256,0.19,0.64,0.01,1.14,0.12,0.23
257,0.17,0.63,0.02,1.13,0.13,0.23
258,0.18,0.64,0.02,1.13,0.13,0.22
259,0.18,0.64,0.03,1.13,0.11,0.22
260,0.18,0.63,0.01,1.12,0.13,0.22
261,0.18,0.64,0.02,1.13,0.13,0.23
262,0.18,0.63,0.02,1.13,0.13,0.22
263,0.18,0.64,0.02,1.13,0.13,0.22
264,0.18,0.64,0.02,1.13,0.13,0.23
265,0.18,0.63,0.02,1.13,0.12,0.23
266,0.18,0.64,0.02,1.13,0.13,0.22
267,0.18,0.64,0.02,1.14,0.11,0.23
268,0.18,0.63,0.01,1.13,0.13,0.22
269,0.18,0.63,0.02,1.13,0.13,0.23
270,0.18,0.63,0.01,1.13,0.14,0.22
271,0.18,0.63,0.02,1.12,0.13,0.22
272,0.19,0.65,0.02,1.12,0.13,0.23
273,0.19,0.64,0.02,1.13,0.13,0.22
274,0.18,0.63,0.02,1.12,0.13,0.23
275,0.18,0.63,0.02,1.13,0.14,0.22
276,0.18,0.63,0.02,1.12,0.13,0.22
277,0.18,0.63,0.02,1.13,0.14,0.24
278,0.18,0.64,0.02,1.13,0.11,0.22
279,0.19,0.62,0.02,1.12,0.13,0.23
280,0.17,0.64,0.01,1.13,0.15,0.23
281,0.18,0.63,0.02,1.12,0.13,0.23
282,0.18,0.63,0.02,1.12,0.13,0.23
283,0.18,0.63,0.01,1.11,0.13,0.23
284,0.18,0.62,0.02,1.11,0.12,0.22
285,0.18,0.63,0.02,1.11,0.13,0.22
286,0.18,0.62,0.02,1.12,0.13,0.23
287,0.18,0.62,0.02,1.12,0.13,0.22
288,0.18,0.62,0.02,1.11,0.13,0.23
289,0.18,0.62,0.02,1.11,0.14,0.23
290,0.18,0.63,0.02,1.11,0.13,0.23
291,0.18,0.62,0.02,1.11,0.13,0.22
292,0.18,0.62,0.01,1.11,0.12,0.23
293,0.18,0.62,0.03,1.11,0.12,0.23
294,0.18,0.62,0.02,1.11,0.13,0.22
295,0.18,0.62,0.01,1.10,0.14,0.22
296,0.18,0.62,0.01,1.11,0.12,0.22
297,0.18,0.62,0.01,1.11,0.13,0.23
298,0.19,0.62,0.02,1.11,0.13,0.23
299,0.19,0.62,0.01,1.11,0.13,0.23
300,0.18,0.62,0.02,1.11,0.13,0.22
301,0.18,0.61,0.02,1.10,0.13,0.22
302,0.18,0.61,0.02,1.11,0.13,0.23
303,0.18,0.62,0.02,1.11,0.13,0.24
304,0.18,0.62,0.01,1.11,0.14,0.23
305,0.18,0.61,0.02,1.11,0.14,0.23
306,0.18,0.61,0.02,1.09,0.14,0.22
307,0.18,0.62,0.01,1.11,0.13,0.22
308,0.18,0.61,0.02,1.10,0.13,0.22
309,0.19,0.61,0.02,1.09,0.12,0.22
310,0.18,0.61,0.01,1.10,0.12,0.22
311,0.18,0.61,0.02,1.10,0.13,0.23
312,0.18,0.61,0.01,1.11,0.12,0.23
313,0.18,0.61,0.02,1.10,0.12,0.22
314,0.18,0.62,0.02,1.10,0.14,0.21
315,0.18,0.62,0.02,1.10,0.14,0.23
316,0.18,0.61,0.02,1.10,0.13,0.22
317,0.18,0.62,0.02,1.11,0.11,0.25
318,0.18,0.61,0.02,1.10,0.13,0.23
319,0.18,0.61,0.02,1.10,0.13,0.23
320,0.17,0.61,0.01,1.10,0.13,0.23
321,0.19,0.61,0.02,1.10,0.13,0.23
322,0.18,0.61,0.02,1.10,0.13,0.23
323,0.18,0.62,0.02,1.09,0.15,0.23
324,0.18,0.61,0.03,1.10,0.14,0.22
325,0.18,0.61,0.02,1.10,0.11,0.24
326,0.17,0.62,0.02,1.10,0.13,0.22
327,0.18,0.61,0.02,1.10,0.13,0.23
328,0.18,0.61,0.01,1.11,0.13,0.21
329,0.18,0.62,0.01,1.10,0.13,0.22
330,0.18,0.61,0.02,1.10,0.13,0.23
331,0.18,0.61,0.02,1.10,0.13,0.23
332,0.18,0.61,0.02,1.10,0.13,0.23
333,0.18,0.61,0.02,1.10,0.13,0.24
334,0.18,0.60,0.03,1.10,0.14,0.23
335,0.18,0.61,0.01,1.10,0.14,0.24
336,0.18,0.61,0.02,1.09,0.15,0.24
337,0.17,0.62,0.02,1.10,0.12,0.23
338,0.18,0.61,0.02,1.09,0.13,0.22
339,0.18,0.61,0.01,1.09,0.13,0.22
340,0.18,0.61,0.02,1.10,0.12,0.22
341,0.18,0.61,0.02,1.09,0.13,0.24
342,0.18,0.61,0.01,1.10,0.14,0.23
343,0.17,0.60,0.01,1.10,0.14,0.23
344,0.17,0.61,0.02,1.09,0.12,0.22
345,0.18,0.61,0.02,1.10,0.12,0.22
346,0.18,0.61,0.02,1.10,0.13,0.22
347,0.18,0.61,0.02,1.10,0.14,0.23
348,0.18,0.61,0.02,1.09,0.13,0.22
349,0.18,0.61,0.02,1.09,0.13,0.23
350,0.17,0.61,0.02,1.09,0.13,0.22
