,volt,lpg,co,ch4
0,0.05,0.811,0.197,3.17
1,0.04,0.243,0.058,0.589
2,0.05,0.811,0.197,3.17
3,0.04,0.243,0.058,0.589
4,0.04,0.243,0.058,0.589
5,0.05,0.811,0.197,3.17
6,0.05,0.811,0.197,3.17
7,0.04,0.243,0.058,0.589
8,0.05,0.811,0.197,3.17
9,0.05,0.811,0.197,3.17
10,0.05,0.811,0.197,3.17
11,0.05,0.811,0.197,3.17
12,0.05,0.811,0.197,3.17
13,0.04,0.243,0.058,0.589
14,0.04,0.243,0.058,0.589
15,0.05,0.811,0.197,3.17
16,0.05,0.811,0.197,3.17
17,0.04,0.243,0.058,0.589
18,0.04,0.243,0.058,0.589
19,0.05,0.811,0.197,3.17
20,0.04,0.243,0.058,0.589
21,0.05,0.811,0.197,3.17
22,0.04,0.243,0.058,0.589
23,0.05,0.811,0.197,3.17
24,0.04,0.243,0.058,0.589
25,0.05,0.811,0.197,3.17
26,0.04,0.243,0.058,0.589
27,0.05,0.811,0.197,3.17
28,0.05,0.811,0.197,3.17
29,0.05,0.811,0.197,3.17
30,0.04,0.243,0.058,0.589
31,0.04,0.243,0.058,0.589
32,0.05,0.811,0.197,3.17
33,0.05,0.811,0.197,3.17
34,0.05,0.811,0.197,3.17
35,0.04,0.243,0.058,0.589
36,0.05,0.811,0.197,3.17
37,0.06,2.177,0.536,12.568
38,0.04,0.243,0.058,0.589
39,0.05,0.811,0.197,3.17
40,0.05,0.811,0.197,3.17
41,0.05,0.811,0.197,3.17
42,0.05,0.811,0.197,3.17
43,0.05,0.811,0.197,3.17
44,0.05,0.811,0.197,3.17
45,0.04,0.243,0.058,0.589
46,0.05,0.811,0.197,3.17
47,0.05,0.811,0.197,3.17
48,0.05,0.811,0.197,3.17
49,0.05,0.811,0.197,3.17
50,0.05,0.811,0.197,3.17
51,0.05,0.811,0.197,3.17
52,0.05,0.811,0.197,3.17
53,0.04,0.243,0.058,0.589
54,0.05,0.811,0.197,3.17
55,0.04,0.243,0.058,0.589
56,0.04,0.243,0.058,0.589
57,0.05,0.811,0.197,3.17
58,0.05,0.811,0.197,3.17
59,0.05,0.811,0.197,3.17
60,0.04,0.243,0.058,0.589
61,0.04,0.243,0.058,0.589
62,0.05,0.811,0.197,3.17
63,0.05,0.811,0.197,3.17
64,0.05,0.811,0.197,3.17
65,0.05,0.811,0.197,3.17
66,0.05,0.811,0.197,3.17
67,0.04,0.243,0.058,0.589
68,0.04,0.243,0.058,0.589
69,0.05,0.811,0.197,3.17
70,0.05,0.811,0.197,3.17
71,0.05,0.811,0.197,3.17
72,0.03,0.051,0.012,0.068
73,0.04,0.243,0.058,0.589
74,0.04,0.243,0.058,0.589
75,0.05,0.811,0.197,3.17
76,0.05,0.811,0.197,3.17
77,0.05,0.811,0.197,3.17
78,0.05,0.811,0.197,3.17
79,0.04,0.243,0.058,0.589
80,0.05,0.811,0.197,3.17
81,0.03,0.051,0.012,0.068
82,0.04,0.243,0.058,0.589
83,0.05,0.811,0.197,3.17
84,0.05,0.811,0.197,3.17
85,0.05,0.811,0.197,3.17
86,0.05,0.811,0.197,3.17
87,0.04,0.243,0.058,0.589
88,0.05,0.811,0.197,3.17
89,0.05,0.811,0.197,3.17
90,0.05,0.811,0.197,3.17
91,0.05,0.811,0.197,3.17
92,0.05,0.811,0.197,3.17
93,0.05,0.811,0.197,3.17
94,0.05,0.811,0.197,3.17
95,0.05,0.811,0.197,3.17
96,0.05,0.811,0.197,3.17
97,0.06,2.177,0.536,12.568
98,0.05,0.811,0.197,3.17
99,0.05,0.811,0.197,3.17
100,0.04,0.243,0.058,0.589
101,0.04,0.243,0.058,0.589
102,0.05,0.811,0.197,3.17
103,0.04,0.243,0.058,0.589
104,0.05,0.811,0.197,3.17
105,0.04,0.243,0.058,0.589
106,0.05,0.811,0.197,3.17
107,0.04,0.243,0.058,0.589
108,0.05,0.811,0.197,3.17
109,0.04,0.243,0.058,0.589
110,0.05,0.811,0.197,3.17
111,0.05,0.811,0.197,3.17
112,0.05,0.811,0.197,3.17
113,0.04,0.243,0.058,0.589
114,0.05,0.811,0.197,3.17
115,0.05,0.811,0.197,3.17
116,0.05,0.811,0.197,3.17
117,0.06,2.177,0.536,12.568
118,0.04,0.243,0.058,0.589
119,0.04,0.243,0.058,0.589
120,0.04,0.243,0.058,0.589
121,0.05,0.811,0.197,3.17
122,0.05,0.811,0.197,3.17
123,0.05,0.811,0.197,3.17
124,0.04,0.243,0.058,0.589
125,0.05,0.811,0.197,3.17
126,0.05,0.811,0.197,3.17
127,0.04,0.243,0.058,0.589
128,0.04,0.243,0.058,0.589
129,0.05,0.811,0.197,3.17
130,0.05,0.811,0.197,3.17
131,0.05,0.811,0.197,3.17
132,0.05,0.811,0.197,3.17
133,0.04,0.243,0.058,0.589
134,0.05,0.811,0.197,3.17
135,0.05,0.811,0.197,3.17
136,0.04,0.243,0.058,0.589
137,0.05,0.811,0.197,3.17
138,0.05,0.811,0.197,3.17
139,0.05,0.811,0.197,3.17
140,0.05,0.811,0.197,3.17
141,0.04,0.243,0.058,0.589
142,0.04,0.243,0.058,0.589
143,0.04,0.243,0.058,0.589
144,0.05,0.811,0.197,3.17
145,0.05,0.811,0.197,3.17
146,0.04,0.243,0.058,0.589
147,0.04,0.243,0.058,0.589
148,0.04,0.243,0.058,0.589
149,0.04,0.243,0.058,0.589
150,0.05,0.811,0.197,3.17
151,0.05,0.811,0.197,3.17
152,0.04,0.243,0.058,0.589
153,0.04,0.243,0.058,0.589
154,0.05,0.811,0.197,3.17
155,0.05,0.811,0.197,3.17
156,0.05,0.811,0.197,3.17
157,0.05,0.811,0.197,3.17
158,0.05,0.811,0.197,3.17
159,0.04,0.243,0.058,0.589
160,0.05,0.811,0.197,3.17
161,0.04,0.243,0.058,0.589
162,0.04,0.243,0.058,0.589
163,0.05,0.811,0.197,3.17
164,0.05,0.811,0.197,3.17
165,0.05,0.811,0.197,3.17
166,0.05,0.811,0.197,3.17
167,0.05,0.811,0.197,3.17
168,0.04,0.243,0.058,0.589
169,0.05,0.811,0.197,3.17
170,0.05,0.811,0.197,3.17
171,0.04,0.243,0.058,0.589
172,0.04,0.243,0.058,0.589
173,0.05,0.811,0.197,3.17
174,0.05,0.811,0.197,3.17
175,0.04,0.243,0.058,0.589
176,0.04,0.243,0.058,0.589
177,0.04,0.243,0.058,0.589
178,0.04,0.243,0.058,0.589
179,0.05,0.811,0.197,3.17
180,0.05,0.811,0.197,3.17
181,0.04,0.243,0.058,0.589
182,0.03,0.051,0.012,0.068
183,0.04,0.243,0.058,0.589
184,0.04,0.243,0.058,0.589
