id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
1,0.19,0.58,0.00,1.20,0.17,0.21
2,0.17,0.57,0.00,1.20,0.16,0.22
3,0.17,0.57,0.00,1.19,0.17,0.22
4,0.18,0.58,0.01,1.19,0.17,0.21
5,0.18,0.58,0.01,1.20,0.17,0.21
6,0.18,0.57,0.00,1.19,0.16,0.22
7,0.18,0.57,0.00,1.20,0.17,0.22
8,0.18,0.58,0.01,1.19,0.17,0.22
9,0.18,0.58,0.01,1.20,0.16,0.20
10,0.17,0.58,0.00,1.19,0.17,0.21
11,0.18,0.58,0.01,1.20,0.17,0.20
12,0.18,0.58,0.01,1.19,0.16,0.22
13,0.18,0.58,0.01,1.19,0.16,0.21
14,0.18,0.58,0.01,1.19,0.17,0.21
15,0.17,0.58,0.00,1.19,0.16,0.21
16,0.18,0.59,0.01,1.19,0.16,0.20
17,0.18,0.58,0.00,1.19,0.18,0.21
18,0.18,0.58,0.01,1.19,0.16,0.21
19,0.17,0.58,0.00,1.19,0.16,0.21
20,0.18,0.57,0.00,1.18,0.17,0.22
21,0.18,0.57,0.00,1.18,0.16,0.22
22,0.18,0.58,0.00,1.18,0.17,0.20
23,0.18,0.57,0.01,1.18,0.17,0.21
24,0.18,0.58,0.01,1.18,0.18,0.22
25,0.17,0.57,0.01,1.18,0.17,0.21
26,0.17,0.58,0.00,1.17,0.16,0.21
27,0.18,0.58,0.01,1.19,0.16,0.21
28,0.17,0.57,0.01,1.18,0.16,0.22
29,0.18,0.57,0.00,1.19,0.16,0.21
30,0.18,0.57,0.01,1.18,0.16,0.22
31,0.17,0.56,0.01,1.19,0.17,0.22
32,0.17,0.57,0.01,1.18,0.17,0.21
33,0.17,0.57,0.01,1.19,0.14,0.22
34,0.17,0.58,0.00,1.17,0.16,0.22
35,0.18,0.57,0.01,1.18,0.16,0.22
36,0.18,0.57,0.01,1.17,0.18,0.21
37,0.18,0.57,0.01,1.17,0.17,0.22
38,0.18,0.57,0.01,1.17,0.15,0.22
