id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
1,0.24,0.11,0.18,0.14,0.03,0.16
2,0.24,0.12,0.16,0.15,0.03,0.17
3,0.24,0.12,0.17,0.14,0.02,0.17
4,0.23,0.11,0.17,0.15,0.03,0.16
5,0.23,0.12,0.18,0.14,0.03,0.17
6,0.24,0.11,0.18,0.15,0.03,0.16
7,0.24,0.12,0.17,0.15,0.02,0.17
8,0.24,0.12,0.17,0.14,0.03,0.17
9,0.23,0.11,0.17,0.15,0.03,0.17
10,0.24,0.11,0.18,0.16,0.03,0.17
11,0.23,0.11,0.17,0.14,0.03,0.17
12,0.24,0.12,0.18,0.14,0.03,0.17
13,0.24,0.11,0.17,0.15,0.03,0.16
14,0.24,0.11,0.17,0.15,0.03,0.17
15,0.23,0.11,0.17,0.14,0.03,0.16
16,0.24,0.11,0.17,0.14,0.03,0.17
17,0.23,0.11,0.17,0.15,0.02,0.16
18,0.23,0.12,0.17,0.15,0.03,0.16
19,0.23,0.11,0.17,0.15,0.03,0.16
20,0.24,0.11,0.17,0.15,0.03,0.16
21,0.23,0.12,0.17,0.14,0.03,0.17
22,0.24,0.12,0.17,0.15,0.03,0.17
23,0.24,0.11,0.17,0.14,0.02,0.17
24,0.24,0.12,0.17,0.14,0.03,0.16
25,0.24,0.11,0.17,0.15,0.03,0.16
26,0.24,0.11,0.17,0.15,0.03,0.16
27,0.24,0.12,0.17,0.14,0.03,0.16
28,0.23,0.11,0.17,0.15,0.03,0.17
29,0.24,0.12,0.17,0.14,0.03,0.16
30,0.24,0.11,0.17,0.15,0.03,0.16
31,0.24,0.11,0.17,0.15,0.03,0.17
32,0.23,0.11,0.17,0.14,0.03,0.16
33,0.24,0.11,0.18,0.15,0.03,0.17
34,0.24,0.11,0.17,0.14,0.03,0.16
35,0.24,0.12,0.17,0.15,0.03,0.16
36,0.24,0.11,0.18,0.15,0.02,0.17
37,0.24,0.11,0.17,0.15,0.03,0.17
38,0.23,0.11,0.17,0.15,0.03,0.17
39,0.24,0.11,0.16,0.15,0.04,0.17
40,0.24,0.11,0.17,0.15,0.03,0.16
41,0.24,0.11,0.17,0.15,0.03,0.16
42,0.24,0.12,0.17,0.15,0.03,0.16
43,0.24,0.11,0.17,0.15,0.03,0.17
44,0.24,0.11,0.18,0.14,0.02,0.17
45,0.24,0.12,0.17,0.15,0.03,0.16
46,0.24,0.12,0.16,0.15,0.03,0.16
47,0.24,0.11,0.17,0.15,0.02,0.16
48,0.24,0.11,0.17,0.15,0.03,0.16
49,0.24,0.12,0.17,0.14,0.02,0.16
50,0.23,0.11,0.17,0.14,0.03,0.16
51,0.23,0.12,0.17,0.14,0.03,0.16
52,0.23,0.12,0.17,0.15,0.02,0.16
53,0.24,0.11,0.17,0.15,0.03,0.16
54,0.24,0.11,0.17,0.15,0.03,0.16
55,0.24,0.11,0.17,0.15,0.03,0.16
56,0.23,0.12,0.16,0.14,0.03,0.16
57,0.24,0.11,0.17,0.15,0.03,0.17
58,0.24,0.11,0.17,0.15,0.03,0.16
59,0.24,0.10,0.18,0.16,0.03,0.16
60,0.23,0.12,0.17,0.15,0.03,0.16
61,0.24,0.11,0.17,0.14,0.03,0.16
62,0.23,0.11,0.18,0.15,0.03,0.16
63,0.24,0.11,0.17,0.15,0.03,0.16
64,0.23,0.11,0.16,0.15,0.02,0.16
65,0.24,0.11,0.17,0.15,0.02,0.16
66,0.24,0.11,0.18,0.15,0.03,0.16
67,0.23,0.11,0.17,0.15,0.03,0.16
68,0.24,0.11,0.17,0.15,0.03,0.17
69,0.23,0.11,0.18,0.14,0.03,0.17
70,0.23,0.11,0.17,0.15,0.03,0.15
71,0.24,0.11,0.17,0.15,0.03,0.16
72,0.24,0.11,0.17,0.15,0.03,0.16
73,0.23,0.11,0.17,0.15,0.03,0.16
74,0.24,0.11,0.17,0.14,0.03,0.16
75,0.25,0.11,0.17,0.14,0.02,0.16
76,0.23,0.12,0.17,0.15,0.03,0.17
77,0.24,0.11,0.17,0.15,0.03,0.17
78,0.23,0.11,0.17,0.15,0.03,0.16
79,0.23,0.11,0.17,0.15,0.03,0.16
80,0.24,0.11,0.17,0.15,0.03,0.16
81,0.23,0.11,0.18,0.14,0.03,0.17
82,0.23,0.11,0.17,0.14,0.02,0.16
83,0.24,0.11,0.17,0.14,0.03,0.16
84,0.24,0.11,0.17,0.15,0.03,0.17
85,0.24,0.11,0.17,0.15,0.03,0.17
86,0.24,0.11,0.16,0.15,0.03,0.17
87,0.23,0.11,0.17,0.15,0.03,0.17
88,0.23,0.11,0.17,0.15,0.03,0.17
89,0.24,0.11,0.17,0.15,0.02,0.16
90,0.23,0.12,0.17,0.15,0.03,0.16
91,0.24,0.11,0.18,0.15,0.03,0.16
92,0.23,0.11,0.17,0.15,0.03,0.17
93,0.23,0.11,0.17,0.14,0.03,0.17
94,0.23,0.11,0.17,0.15,0.03,0.16
95,0.24,0.11,0.17,0.15,0.03,0.16
96,0.24,0.11,0.17,0.15,0.03,0.16
97,0.24,0.11,0.17,0.15,0.03,0.17
98,0.24,0.12,0.17,0.15,0.03,0.16
99,0.24,0.11,0.17,0.15,0.03,0.16
100,0.24,0.11,0.17,0.14,0.03,0.16
101,0.24,0.11,0.17,0.15,0.03,0.16
102,0.23,0.11,0.16,0.15,0.02,0.17
103,0.23,0.11,0.17,0.15,0.03,0.17
104,0.24,0.12,0.17,0.15,0.02,0.16
105,0.23,0.11,0.17,0.15,0.03,0.16
106,0.23,0.11,0.17,0.14,0.03,0.16
