id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
1,0.24,0.12,0.17,0.15,0.03,0.16
2,0.23,0.11,0.17,0.15,0.03,0.16
3,0.24,0.11,0.18,0.15,0.03,0.16
4,0.24,0.12,0.17,0.15,0.02,0.16
5,0.24,0.12,0.17,0.15,0.03,0.16
6,0.23,0.11,0.17,0.14,0.02,0.16
7,0.23,0.11,0.18,0.15,0.02,0.16
8,0.24,0.12,0.17,0.15,0.03,0.16
9,0.24,0.12,0.17,0.15,0.02,0.18
10,0.24,0.11,0.17,0.15,0.02,0.16
11,0.23,0.12,0.17,0.15,0.03,0.16
12,0.24,0.11,0.17,0.15,0.03,0.16
13,0.23,0.11,0.18,0.15,0.03,0.17
14,0.23,0.11,0.17,0.15,0.03,0.16
15,0.23,0.11,0.17,0.14,0.03,0.16
16,0.24,0.12,0.17,0.15,0.03,0.16
17,0.24,0.12,0.17,0.15,0.03,0.16
18,0.24,0.12,0.17,0.15,0.03,0.16
19,0.24,0.12,0.17,0.15,0.02,0.16
20,0.23,0.11,0.17,0.15,0.02,0.16
21,0.23,0.11,0.18,0.14,0.02,0.17
22,0.24,0.11,0.17,0.15,0.02,0.16
23,0.24,0.12,0.17,0.14,0.03,0.16
24,0.24,0.11,0.17,0.15,0.02,0.16
25,0.23,0.12,0.17,0.15,0.03,0.16
26,0.24,0.11,0.17,0.15,0.03,0.16
27,0.24,0.12,0.17,0.14,0.02,0.17
28,0.24,0.12,0.17,0.14,0.02,0.16
29,0.24,0.11,0.17,0.15,0.03,0.17
30,0.24,0.11,0.17,0.14,0.03,0.16
31,0.23,0.12,0.18,0.15,0.03,0.16
32,0.24,0.11,0.18,0.16,0.02,0.15
33,0.24,0.12,0.17,0.15,0.02,0.16
34,0.24,0.11,0.17,0.15,0.03,0.16
35,0.24,0.11,0.17,0.15,0.03,0.16
36,0.24,0.11,0.18,0.15,0.03,0.16
37,0.24,0.11,0.17,0.14,0.02,0.16
38,0.24,0.12,0.17,0.15,0.03,0.16
39,0.23,0.11,0.17,0.15,0.03,0.16
40,0.24,0.11,0.17,0.15,0.03,0.16
41,0.24,0.12,0.17,0.15,0.03,0.16
42,0.23,0.11,0.18,0.15,0.02,0.16
43,0.23,0.12,0.17,0.15,0.03,0.17
44,0.24,0.11,0.17,0.15,0.03,0.16
45,0.24,0.11,0.17,0.15,0.03,0.16
46,0.24,0.12,0.17,0.15,0.03,0.16
47,0.23,0.12,0.17,0.15,0.02,0.16
48,0.24,0.12,0.17,0.15,0.03,0.16
49,0.24,0.11,0.17,0.14,0.03,0.16
50,0.23,0.11,0.18,0.15,0.02,0.16
51,0.24,0.11,0.17,0.15,0.02,0.16
52,0.24,0.11,0.17,0.15,0.03,0.16
53,0.24,0.11,0.17,0.14,0.03,0.16
54,0.24,0.11,0.17,0.14,0.03,0.16
55,0.24,0.12,0.18,0.15,0.03,0.16
56,0.23,0.11,0.17,0.15,0.02,0.16
57,0.24,0.11,0.17,0.15,0.03,0.16
58,0.24,0.12,0.17,0.14,0.02,0.17
59,0.23,0.12,0.17,0.15,0.03,0.16
60,0.24,0.12,0.17,0.14,0.03,0.16
61,0.24,0.11,0.17,0.15,0.03,0.16
62,0.24,0.11,0.17,0.14,0.02,0.16
63,0.24,0.11,0.17,0.14,0.03,0.16
64,0.24,0.12,0.17,0.15,0.03,0.16
65,0.23,0.12,0.17,0.15,0.03,0.16
66,0.24,0.11,0.17,0.14,0.03,0.16
67,0.24,0.11,0.17,0.15,0.03,0.16
68,0.24,0.12,0.16,0.15,0.02,0.15
69,0.23,0.11,0.18,0.14,0.03,0.16
70,0.24,0.11,0.18,0.14,0.03,0.16
71,0.24,0.11,0.17,0.15,0.01,0.16
72,0.23,0.11,0.17,0.15,0.03,0.15
73,0.24,0.11,0.17,0.14,0.03,0.17
74,0.24,0.12,0.17,0.15,0.03,0.16
75,0.24,0.12,0.18,0.13,0.04,0.15
76,0.24,0.11,0.17,0.14,0.02,0.16
77,0.24,0.12,0.17,0.14,0.03,0.16
78,0.24,0.11,0.17,0.15,0.03,0.16
79,0.23,0.11,0.18,0.14,0.03,0.16
80,0.24,0.11,0.17,0.15,0.02,0.16
81,0.24,0.11,0.17,0.15,0.03,0.16
82,0.24,0.11,0.18,0.15,0.03,0.17
83,0.24,0.12,0.17,0.15,0.03,0.16
84,0.24,0.11,0.17,0.15,0.03,0.16
85,0.24,0.12,0.17,0.15,0.03,0.16
86,0.24,0.11,0.18,0.15,0.03,0.16
87,0.24,0.12,0.18,0.15,0.03,0.15
88,0.24,0.11,0.17,0.15,0.02,0.16
89,0.24,0.11,0.17,0.15,0.03,0.16
90,0.24,0.11,0.17,0.15,0.03,0.17
91,0.24,0.12,0.17,0.15,0.03,0.15
92,0.24,0.11,0.18,0.14,0.03,0.16
93,0.24,0.11,0.17,0.15,0.03,0.16
94,0.23,0.12,0.18,0.15,0.03,0.17
95,0.24,0.12,0.17,0.15,0.03,0.17
96,0.24,0.11,0.17,0.15,0.02,0.16
97,0.24,0.12,0.17,0.15,0.03,0.16
98,0.24,0.11,0.17,0.14,0.02,0.16
99,0.23,0.11,0.17,0.15,0.02,0.16
100,0.24,0.11,0.17,0.15,0.03,0.17
101,0.24,0.12,0.17,0.15,0.03,0.16
102,0.23,0.12,0.18,0.14,0.02,0.16
103,0.24,0.11,0.17,0.15,0.04,0.16
104,0.23,0.12,0.17,0.15,0.02,0.16
105,0.24,0.12,0.17,0.15,0.03,0.16
106,0.24,0.12,0.17,0.15,0.02,0.16
107,0.24,0.12,0.17,0.14,0.02,0.16
108,0.24,0.12,0.17,0.15,0.02,0.16
109,0.24,0.12,0.17,0.15,0.03,0.16
110,0.23,0.12,0.18,0.16,0.03,0.16
111,0.24,0.12,0.18,0.14,0.03,0.16
112,0.24,0.11,0.18,0.15,0.03,0.16
113,0.24,0.11,0.17,0.14,0.03,0.16
114,0.23,0.11,0.17,0.14,0.03,0.16
115,0.24,0.11,0.16,0.15,0.03,0.17
116,0.23,0.11,0.17,0.14,0.03,0.16
117,0.24,0.12,0.17,0.15,0.03,0.16
118,0.24,0.11,0.16,0.15,0.03,0.17
119,0.23,0.11,0.17,0.15,0.02,0.16
120,0.24,0.12,0.17,0.15,0.02,0.16
121,0.24,0.11,0.17,0.14,0.03,0.16
122,0.23,0.12,0.17,0.15,0.03,0.15
123,0.24,0.11,0.17,0.15,0.03,0.16
124,0.24,0.12,0.17,0.14,0.03,0.16
125,0.24,0.12,0.18,0.15,0.03,0.16
126,0.24,0.12,0.17,0.15,0.03,0.15
127,0.24,0.12,0.18,0.15,0.03,0.16
128,0.24,0.11,0.17,0.15,0.03,0.16
129,0.24,0.12,0.18,0.14,0.02,0.16
130,0.24,0.11,0.17,0.14,0.03,0.16
131,0.24,0.12,0.17,0.15,0.03,0.16
132,0.23,0.12,0.18,0.15,0.02,0.16
133,0.24,0.11,0.17,0.15,0.03,0.16
134,0.24,0.12,0.17,0.15,0.03,0.16
135,0.24,0.12,0.18,0.15,0.02,0.16
136,0.24,0.11,0.17,0.15,0.03,0.15
137,0.24,0.12,0.17,0.15,0.03,0.16
138,0.24,0.12,0.17,0.15,0.02,0.15
139,0.24,0.12,0.17,0.14,0.03,0.16
140,0.24,0.11,0.17,0.15,0.02,0.16
141,0.24,0.12,0.17,0.15,0.03,0.16
142,0.24,0.11,0.17,0.15,0.02,0.17
143,0.24,0.11,0.18,0.14,0.02,0.17
144,0.24,0.11,0.17,0.14,0.03,0.15
145,0.24,0.11,0.17,0.15,0.03,0.16
146,0.24,0.11,0.18,0.15,0.02,0.16
147,0.24,0.11,0.17,0.15,0.02,0.15
148,0.24,0.11,0.17,0.14,0.02,0.16
149,0.24,0.11,0.17,0.14,0.03,0.16
150,0.24,0.12,0.17,0.15,0.03,0.16
151,0.24,0.11,0.17,0.15,0.02,0.16
152,0.23,0.12,0.17,0.15,0.03,0.16
153,0.24,0.12,0.17,0.15,0.03,0.16
154,0.23,0.12,0.17,0.15,0.02,0.16
155,0.24,0.12,0.17,0.15,0.03,0.16
156,0.24,0.11,0.18,0.15,0.03,0.16
157,0.24,0.12,0.17,0.15,0.03,0.16
158,0.24,0.11,0.17,0.15,0.04,0.16
159,0.24,0.12,0.18,0.15,0.02,0.16
160,0.24,0.12,0.17,0.15,0.02,0.16
161,0.24,0.11,0.17,0.15,0.03,0.16
162,0.24,0.12,0.17,0.15,0.03,0.16
163,0.25,0.12,0.17,0.15,0.02,0.16
164,0.24,0.11,0.18,0.15,0.03,0.16
165,0.24,0.12,0.17,0.15,0.03,0.16
166,0.24,0.11,0.17,0.14,0.03,0.16
167,0.23,0.12,0.18,0.15,0.03,0.16
168,0.24,0.12,0.17,0.15,0.03,0.16
169,0.24,0.12,0.17,0.15,0.03,0.16
170,0.24,0.11,0.18,0.14,0.03,0.15
171,0.24,0.11,0.18,0.14,0.03,0.16
172,0.23,0.11,0.17,0.15,0.03,0.16
173,0.24,0.11,0.17,0.15,0.02,0.16
174,0.24,0.11,0.17,0.15,0.03,0.16
175,0.24,0.11,0.17,0.15,0.03,0.16
176,0.24,0.12,0.17,0.15,0.03,0.16
177,0.25,0.11,0.17,0.14,0.03,0.16
178,0.24,0.12,0.17,0.14,0.03,0.16
179,0.24,0.11,0.17,0.15,0.03,0.16
180,0.24,0.12,0.17,0.15,0.03,0.16
181,0.24,0.11,0.17,0.15,0.02,0.15
182,0.24,0.11,0.17,0.16,0.02,0.16
183,0.26,0.11,0.18,0.15,0.03,0.16
184,0.28,0.13,0.17,0.15,0.02,0.15
185,0.26,0.13,0.18,0.15,0.03,0.16
186,0.26,0.12,0.18,0.15,0.03,0.16
187,0.26,0.13,0.17,0.15,0.02,0.16
188,0.25,0.13,0.17,0.14,0.02,0.17
189,0.26,0.13,0.17,0.14,0.02,0.16
190,0.27,0.15,0.18,0.15,0.02,0.16
191,0.28,0.16,0.18,0.16,0.02,0.16
192,0.29,0.15,0.19,0.16,0.03,0.17
193,0.29,0.15,0.19,0.17,0.03,0.17
194,0.28,0.14,0.19,0.17,0.02,0.17
195,0.26,0.13,0.19,0.17,0.04,0.17
196,0.27,0.13,0.19,0.17,0.03,0.17
197,0.26,0.13,0.20,0.17,0.03,0.18
198,0.27,0.13,0.21,0.17,0.02,0.18
199,0.33,0.18,0.21,0.18,0.03,0.19
200,0.33,0.19,0.22,0.19,0.03,0.18
201,0.35,0.21,0.23,0.20,0.03,0.18
202,0.34,0.20,0.24,0.20,0.03,0.19
203,0.34,0.20,0.23,0.21,0.02,0.19
204,0.34,0.19,0.24,0.20,0.03,0.20
205,0.33,0.18,0.23,0.21,0.03,0.21
206,0.31,0.16,0.23,0.20,0.03,0.21
207,0.30,0.15,0.23,0.20,0.03,0.21
208,0.30,0.16,0.22,0.20,0.03,0.20
209,0.31,0.16,0.22,0.21,0.03,0.21
210,0.30,0.16,0.22,0.20,0.03,0.20
211,0.30,0.16,0.22,0.21,0.04,0.20
212,0.30,0.16,0.22,0.20,0.03,0.20
213,0.30,0.16,0.22,0.20,0.03,0.20
214,0.29,0.16,0.22,0.19,0.03,0.20
215,0.29,0.16,0.22,0.19,0.03,0.20
216,0.30,0.16,0.22,0.19,0.03,0.20
217,0.30,0.16,0.22,0.21,0.03,0.20
218,0.30,0.16,0.22,0.19,0.03,0.20
219,0.30,0.16,0.22,0.19,0.03,0.20
220,0.30,0.17,0.22,0.20,0.03,0.20
221,0.32,0.17,0.22,0.20,0.03,0.20
222,0.33,0.17,0.22,0.19,0.02,0.21
223,0.32,0.18,0.22,0.20,0.02,0.20
224,0.33,0.17,0.23,0.20,0.04,0.21
225,0.32,0.17,0.22,0.20,0.03,0.21
226,0.31,0.16,0.23,0.21,0.02,0.21
227,0.30,0.16,0.23,0.21,0.03,0.21
228,0.30,0.16,0.23,0.21,0.03,0.21
229,0.31,0.16,0.22,0.21,0.03,0.21
230,0.30,0.15,0.23,0.20,0.03,0.21
231,0.31,0.16,0.22,0.20,0.03,0.21
232,0.31,0.16,0.22,0.20,0.03,0.21
233,0.31,0.16,0.22,0.21,0.03,0.21
234,0.30,0.17,0.22,0.21,0.04,0.21
235,0.31,0.16,0.22,0.21,0.03,0.21
236,0.31,0.18,0.22,0.21,0.03,0.20
237,0.31,0.17,0.23,0.22,0.03,0.21
238,0.31,0.17,0.22,0.21,0.03,0.21
239,0.31,0.16,0.23,0.21,0.03,0.21
240,0.31,0.17,0.22,0.21,0.03,0.21
241,0.30,0.16,0.22,0.21,0.03,0.20
242,0.30,0.16,0.22,0.21,0.03,0.21
243,0.31,0.17,0.22,0.21,0.03,0.21
244,0.30,0.15,0.22,0.20,0.03,0.20
245,0.30,0.16,0.22,0.19,0.03,0.20
246,0.30,0.16,0.22,0.20,0.03,0.20
247,0.30,0.16,0.22,0.20,0.02,0.21
248,0.31,0.16,0.22,0.20,0.03,0.20
249,0.30,0.15,0.22,0.21,0.03,0.20
250,0.30,0.16,0.22,0.20,0.03,0.21
251,0.31,0.16,0.22,0.20,0.03,0.21
252,0.31,0.16,0.22,0.20,0.03,0.21
253,0.30,0.16,0.22,0.20,0.02,0.20
254,0.30,0.16,0.22,0.20,0.03,0.20
255,0.30,0.15,0.22,0.20,0.03,0.21
256,0.31,0.15,0.22,0.19,0.03,0.21
257,0.30,0.15,0.22,0.20,0.03,0.21
258,0.31,0.15,0.22,0.20,0.03,0.21
259,0.30,0.15,0.22,0.20,0.03,0.21
260,0.30,0.15,0.22,0.20,0.03,0.21
261,0.30,0.15,0.22,0.21,0.03,0.20
262,0.30,0.16,0.22,0.20,0.03,0.21
263,0.30,0.15,0.21,0.20,0.02,0.22
264,0.30,0.16,0.22,0.20,0.03,0.21
265,0.30,0.16,0.22,0.20,0.03,0.21
266,0.30,0.16,0.22,0.20,0.03,0.21
267,0.31,0.16,0.22,0.20,0.03,0.21
268,0.30,0.15,0.22,0.20,0.03,0.21
269,0.29,0.16,0.22,0.21,0.03,0.21
270,0.30,0.15,0.22,0.20,0.03,0.21
271,0.30,0.16,0.22,0.19,0.03,0.22
272,0.29,0.16,0.22,0.21,0.03,0.22
273,0.30,0.16,0.22,0.20,0.03,0.22
274,0.30,0.15,0.22,0.20,0.03,0.21
275,0.30,0.16,0.22,0.20,0.04,0.21
276,0.30,0.16,0.22,0.20,0.03,0.21
277,0.30,0.15,0.22,0.20,0.04,0.22
278,0.30,0.16,0.22,0.20,0.03,0.22
279,0.30,0.16,0.22,0.21,0.04,0.22
280,0.30,0.16,0.23,0.21,0.03,0.22
281,0.30,0.15,0.22,0.20,0.03,0.22
282,0.30,0.16,0.22,0.20,0.03,0.22
283,0.30,0.16,0.22,0.20,0.03,0.21
284,0.30,0.16,0.23,0.20,0.03,0.22
285,0.30,0.17,0.23,0.22,0.03,0.22
286,0.31,0.16,0.23,0.20,0.03,0.22
287,0.31,0.15,0.22,0.21,0.03,0.22
288,0.30,0.16,0.22,0.21,0.02,0.22
289,0.30,0.16,0.22,0.21,0.03,0.22
290,0.30,0.16,0.22,0.21,0.03,0.22
291,0.30,0.16,0.23,0.20,0.03,0.23
292,0.31,0.16,0.23,0.21,0.03,0.22
293,0.31,0.16,0.23,0.20,0.03,0.22
294,0.31,0.16,0.23,0.21,0.03,0.22
295,0.31,0.16,0.23,0.20,0.04,0.22
296,0.30,0.16,0.23,0.21,0.03,0.22
297,0.31,0.16,0.23,0.21,0.03,0.22
298,0.30,0.16,0.23,0.20,0.03,0.21
299,0.31,0.17,0.23,0.21,0.03,0.22
300,0.30,0.18,0.22,0.21,0.02,0.22
301,0.31,0.17,0.23,0.20,0.03,0.22
302,0.31,0.17,0.22,0.21,0.03,0.22
303,0.30,0.17,0.22,0.20,0.04,0.22
304,0.31,0.17,0.22,0.20,0.03,0.21
305,0.30,0.17,0.22,0.20,0.03,0.22
306,0.30,0.17,0.23,0.19,0.03,0.22
307,0.30,0.16,0.22,0.19,0.03,0.20
308,0.31,0.17,0.22,0.20,0.03,0.21
309,0.31,0.17,0.22,0.19,0.03,0.21
310,0.31,0.17,0.22,0.20,0.02,0.21
311,0.31,0.19,0.22,0.20,0.03,0.22
312,0.31,0.18,0.22,0.20,0.03,0.21
313,0.31,0.18,0.22,0.20,0.03,0.22
314,0.32,0.18,0.22,0.20,0.03,0.22
315,0.32,0.18,0.22,0.20,0.03,0.21
316,0.32,0.18,0.22,0.20,0.03,0.22
317,0.31,0.18,0.22,0.21,0.04,0.22
318,0.31,0.17,0.23,0.20,0.03,0.22
319,0.31,0.17,0.22,0.20,0.03,0.21
320,0.31,0.17,0.22,0.20,0.03,0.21
321,0.30,0.17,0.22,0.20,0.03,0.22
322,0.31,0.17,0.22,0.20,0.03,0.21
323,0.31,0.17,0.22,0.20,0.03,0.22
324,0.31,0.17,0.22,0.21,0.02,0.22
325,0.31,0.17,0.22,0.20,0.03,0.22
326,0.30,0.17,0.22,0.20,0.03,0.22
327,0.31,0.18,0.22,0.20,0.03,0.21
328,0.32,0.19,0.22,0.20,0.04,0.21
329,0.32,0.19,0.22,0.19,0.03,0.21
330,0.32,0.19,0.22,0.20,0.03,0.21
331,0.33,0.19,0.22,0.20,0.03,0.21
332,0.33,0.20,0.23,0.20,0.03,0.21
333,0.34,0.20,0.22,0.20,0.03,0.21
334,0.34,0.21,0.23,0.21,0.03,0.21
335,0.34,0.21,0.23,0.20,0.04,0.21
336,0.36,0.22,0.23,0.21,0.03,0.22
337,0.36,0.22,0.24,0.21,0.03,0.22
338,0.36,0.22,0.24,0.21,0.03,0.22
339,0.35,0.21,0.25,0.20,0.03,0.22
340,0.35,0.21,0.25,0.20,0.03,0.23
341,0.35,0.21,0.24,0.21,0.04,0.23
342,0.34,0.21,0.23,0.21,0.03,0.23
343,0.34,0.21,0.24,0.22,0.03,0.22
344,0.34,0.20,0.24,0.21,0.03,0.22
345,0.34,0.20,0.23,0.20,0.03,0.22
346,0.34,0.20,0.24,0.21,0.04,0.22
347,0.35,0.21,0.23,0.21,0.03,0.22
348,0.35,0.21,0.23,0.21,0.03,0.23
349,0.35,0.21,0.24,0.21,0.03,0.22
350,0.35,0.21,0.24,0.22,0.04,0.22
351,0.36,0.21,0.24,0.21,0.03,0.22
352,0.36,0.22,0.24,0.22,0.03,0.22
353,0.36,0.22,0.24,0.22,0.04,0.23
354,0.36,0.22,0.24,0.22,0.03,0.22
355,0.36,0.21,0.24,0.22,0.03,0.22
356,0.36,0.22,0.24,0.21,0.03,0.22
357,0.38,0.22,0.24,0.22,0.04,0.23
358,0.38,0.22,0.24,0.22,0.03,0.23
359,0.39,0.22,0.25,0.22,0.04,0.22
360,0.38,0.22,0.24,0.22,0.04,0.23
361,0.38,0.22,0.24,0.22,0.04,0.23
362,0.39,0.22,0.24,0.22,0.04,0.22
363,0.38,0.22,0.26,0.22,0.03,0.22
364,0.38,0.22,0.24,0.22,0.04,0.23
365,0.38,0.22,0.25,0.22,0.04,0.23
366,0.38,0.22,0.24,0.22,0.03,0.22
367,0.37,0.22,0.24,0.22,0.03,0.23
368,0.38,0.22,0.25,0.23,0.03,0.23
369,0.37,0.22,0.24,0.23,0.03,0.23
370,0.38,0.22,0.25,0.23,0.04,0.23
371,0.38,0.22,0.25,0.23,0.04,0.23
372,0.38,0.22,0.25,0.24,0.04,0.24
373,0.37,0.22,0.24,0.22,0.04,0.23
374,0.38,0.22,0.24,0.23,0.04,0.24
375,0.38,0.22,0.25,0.24,0.04,0.24
376,0.38,0.22,0.25,0.23,0.04,0.24
377,0.37,0.21,0.24,0.23,0.04,0.24
378,0.38,0.21,0.24,0.23,0.04,0.24
379,0.37,0.21,0.24,0.23,0.03,0.24
380,0.38,0.21,0.24,0.24,0.03,0.24
