id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
1,0.17,0.61,0.00,1.26,0.14,0.23
2,0.16,0.60,0.00,1.27,0.14,0.23
3,0.17,0.61,0.00,1.26,0.13,0.23
4,0.16,0.60,0.00,1.27,0.14,0.22
5,0.17,0.61,0.00,1.27,0.13,0.22
6,0.16,0.60,0.00,1.27,0.14,0.22
7,0.17,0.59,0.01,1.27,0.15,0.23
8,0.17,0.60,0.00,1.27,0.14,0.22
9,0.17,0.61,0.00,1.27,0.14,0.23
10,0.16,0.60,0.00,1.26,0.14,0.22
11,0.16,0.61,0.01,1.27,0.13,0.23
12,0.16,0.62,0.00,1.27,0.13,0.22
13,0.16,0.60,0.00,1.27,0.13,0.22
14,0.17,0.60,0.00,1.26,0.15,0.23
15,0.16,0.60,0.01,1.27,0.14,0.24
16,0.17,0.61,0.00,1.27,0.13,0.22
17,0.16,0.60,0.00,1.27,0.13,0.22
18,0.16,0.61,0.00,1.26,0.14,0.22
19,0.16,0.60,0.00,1.26,0.15,0.24
20,0.16,0.60,0.00,1.26,0.13,0.22
21,0.16,0.61,0.00,1.26,0.14,0.22
22,0.16,0.61,0.00,1.26,0.14,0.23
23,0.17,0.60,0.00,1.25,0.15,0.23
24,0.16,0.61,0.00,1.27,0.14,0.23
25,0.16,0.60,0.00,1.26,0.14,0.22
26,0.16,0.61,0.00,1.27,0.13,0.23
27,0.16,0.61,0.00,1.26,0.13,0.22
28,0.17,0.60,0.00,1.25,0.13,0.22
29,0.16,0.60,0.01,1.27,0.14,0.24
30,0.16,0.60,0.00,1.26,0.12,0.23
31,0.16,0.61,0.00,1.26,0.13,0.23
32,0.16,0.60,0.00,1.26,0.14,0.22
33,0.16,0.61,0.00,1.27,0.14,0.23
34,0.17,0.61,0.00,1.26,0.14,0.23
35,0.17,0.59,0.00,1.26,0.13,0.23
36,0.17,0.60,0.00,1.26,0.14,0.22
37,0.16,0.60,0.00,1.26,0.14,0.23
38,0.17,0.61,0.00,1.26,0.14,0.22
39,0.17,0.60,0.00,1.26,0.13,0.23
40,0.17,0.61,0.00,1.26,0.13,0.23
41,0.16,0.60,0.00,1.26,0.14,0.22
42,0.16,0.60,0.00,1.26,0.13,0.22
43,0.17,0.60,0.00,1.26,0.12,0.23
44,0.16,0.61,0.00,1.27,0.15,0.23
45,0.16,0.60,0.00,1.26,0.13,0.22
46,0.16,0.61,0.00,1.26,0.14,0.22
47,0.16,0.61,0.00,1.26,0.14,0.23
48,0.17,0.60,0.00,1.26,0.14,0.23
49,0.17,0.60,0.00,1.26,0.14,0.23
50,0.16,0.60,0.00,1.26,0.14,0.23
51,0.16,0.60,0.00,1.26,0.13,0.22
