,volt,lpg,co,ch4
1,0.15,0.015,0.003,0.012
2,0.14,0.01,0.002,0.007
3,0.15,0.015,0.003,0.012
4,0.15,0.015,0.003,0.012
5,0.15,0.015,0.003,0.012
6,0.15,0.015,0.003,0.012
7,0.15,0.015,0.003,0.012
8,0.15,0.015,0.003,0.012
9,0.15,0.015,0.003,0.012
10,0.15,0.015,0.003,0.012
11,0.15,0.015,0.003,0.012
12,0.15,0.015,0.003,0.012
13,0.15,0.015,0.003,0.012
14,0.14,0.01,0.002,0.007
15,0.14,0.01,0.002,0.007
16,0.15,0.015,0.003,0.012
17,0.15,0.015,0.003,0.012
18,0.15,0.015,0.003,0.012
19,0.15,0.015,0.003,0.012
20,0.15,0.015,0.003,0.012
21,0.15,0.015,0.003,0.012
22,0.15,0.015,0.003,0.012
23,0.15,0.015,0.003,0.012
24,0.14,0.01,0.002,0.007
25,0.15,0.015,0.003,0.012
26,0.15,0.015,0.003,0.012
27,0.15,0.015,0.003,0.012
28,0.14,0.01,0.002,0.007
29,0.15,0.015,0.003,0.012
30,0.14,0.01,0.002,0.007
31,0.15,0.015,0.003,0.012
32,0.15,0.015,0.003,0.012
33,0.15,0.015,0.003,0.012
34,0.15,0.015,0.003,0.012
35,0.14,0.01,0.002,0.007
36,0.15,0.015,0.003,0.012
37,0.15,0.015,0.003,0.012
38,0.14,0.01,0.002,0.007
39,0.14,0.01,0.002,0.007
40,0.15,0.015,0.003,0.012
41,0.15,0.015,0.003,0.012
42,0.15,0.015,0.003,0.012
43,0.15,0.015,0.003,0.012
44,0.14,0.01,0.002,0.007
45,0.15,0.015,0.003,0.012
46,0.14,0.01,0.002,0.007
47,0.14,0.01,0.002,0.007
48,0.15,0.015,0.003,0.012
49,0.14,0.01,0.002,0.007
50,0.15,0.015,0.003,0.012
51,0.15,0.015,0.003,0.012
52,0.14,0.01,0.002,0.007
53,0.15,0.015,0.003,0.012
54,0.15,0.015,0.003,0.012
55,0.15,0.015,0.003,0.012
56,0.15,0.015,0.003,0.012
57,0.15,0.015,0.003,0.012
58,0.15,0.015,0.003,0.012
59,0.15,0.015,0.003,0.012
60,0.16,0.021,0.005,0.019
61,0.15,0.015,0.003,0.012
62,0.15,0.015,0.003,0.012
63,0.15,0.015,0.003,0.012
64,0.15,0.015,0.003,0.012
65,0.15,0.015,0.003,0.012
66,0.15,0.015,0.003,0.012
67,0.15,0.015,0.003,0.012
68,0.15,0.015,0.003,0.012
69,0.15,0.015,0.003,0.012
70,0.16,0.021,0.005,0.019
71,0.15,0.015,0.003,0.012
72,0.15,0.015,0.003,0.012
73,0.16,0.021,0.005,0.019
74,0.16,0.021,0.005,0.019
75,0.17,0.029,0.007,0.03
76,0.16,0.021,0.005,0.019
77,0.16,0.021,0.005,0.019
78,0.15,0.015,0.003,0.012
79,0.16,0.021,0.005,0.019
80,0.16,0.021,0.005,0.019
81,0.16,0.021,0.005,0.019
82,0.17,0.029,0.007,0.03
83,0.16,0.021,0.005,0.019
84,0.16,0.021,0.005,0.019
85,0.15,0.015,0.003,0.012
86,0.16,0.021,0.005,0.019
87,0.16,0.021,0.005,0.019
88,0.16,0.021,0.005,0.019
89,0.16,0.021,0.005,0.019
90,0.16,0.021,0.005,0.019
91,0.16,0.021,0.005,0.019
92,0.16,0.021,0.005,0.019
93,0.15,0.015,0.003,0.012
94,0.16,0.021,0.005,0.019
95,0.16,0.021,0.005,0.019
96,0.16,0.021,0.005,0.019
97,0.16,0.021,0.005,0.019
98,0.17,0.029,0.007,0.03
99,0.17,0.029,0.007,0.03
100,0.17,0.029,0.007,0.03
101,0.18,0.04,0.009,0.047
102,0.17,0.029,0.007,0.03
103,0.17,0.029,0.007,0.03
104,0.18,0.04,0.009,0.047
105,0.18,0.04,0.009,0.047
106,0.18,0.04,0.009,0.047
107,0.18,0.04,0.009,0.047
108,0.18,0.04,0.009,0.047
109,0.19,0.054,0.013,0.072
110,0.19,0.054,0.013,0.072
111,0.19,0.054,0.013,0.072
112,0.19,0.054,0.013,0.072
113,0.19,0.054,0.013,0.072
114,0.18,0.04,0.009,0.047
115,0.19,0.054,0.013,0.072
116,0.18,0.04,0.009,0.047
117,0.18,0.04,0.009,0.047
118,0.19,0.054,0.013,0.072
119,0.19,0.054,0.013,0.072
120,0.19,0.054,0.013,0.072
121,0.19,0.054,0.013,0.072
122,0.2,0.072,0.017,0.107
123,0.19,0.054,0.013,0.072
124,0.19,0.054,0.013,0.072
125,0.2,0.072,0.017,0.107
126,0.2,0.072,0.017,0.107
127,0.19,0.054,0.013,0.072
128,0.2,0.072,0.017,0.107
129,0.19,0.054,0.013,0.072
130,0.19,0.054,0.013,0.072
131,0.2,0.072,0.017,0.107
132,0.2,0.072,0.017,0.107
133,0.19,0.054,0.013,0.072
134,0.19,0.054,0.013,0.072
135,0.2,0.072,0.017,0.107
136,0.2,0.072,0.017,0.107
137,0.19,0.054,0.013,0.072
138,0.2,0.072,0.017,0.107
139,0.2,0.072,0.017,0.107
140,0.2,0.072,0.017,0.107
141,0.2,0.072,0.017,0.107
142,0.2,0.072,0.017,0.107
143,0.2,0.072,0.017,0.107
144,0.19,0.054,0.013,0.072
145,0.19,0.054,0.013,0.072
146,0.2,0.072,0.017,0.107
147,0.2,0.072,0.017,0.107
148,0.19,0.054,0.013,0.072
149,0.2,0.072,0.017,0.107
150,0.2,0.072,0.017,0.107
151,0.2,0.072,0.017,0.107
152,0.2,0.072,0.017,0.107
153,0.2,0.072,0.017,0.107
154,0.2,0.072,0.017,0.107
155,0.2,0.072,0.017,0.107
156,0.2,0.072,0.017,0.107
157,0.2,0.072,0.017,0.107
158,0.2,0.072,0.017,0.107
159,0.2,0.072,0.017,0.107
160,0.2,0.072,0.017,0.107
161,0.2,0.072,0.017,0.107
162,0.2,0.072,0.017,0.107
163,0.2,0.072,0.017,0.107
164,0.2,0.072,0.017,0.107
165,0.2,0.072,0.017,0.107
166,0.2,0.072,0.017,0.107
167,0.2,0.072,0.017,0.107
168,0.2,0.072,0.017,0.107
169,0.2,0.072,0.017,0.107
170,0.2,0.072,0.017,0.107
171,0.2,0.072,0.017,0.107
172,0.2,0.072,0.017,0.107
173,0.21,0.094,0.022,0.157
174,0.2,0.072,0.017,0.107
175,0.2,0.072,0.017,0.107
176,0.21,0.094,0.022,0.157
177,0.2,0.072,0.017,0.107
178,0.19,0.054,0.013,0.072
179,0.19,0.054,0.013,0.072
180,0.18,0.04,0.009,0.047
181,0.18,0.04,0.009,0.047
182,0.18,0.04,0.009,0.047
183,0.19,0.054,0.013,0.072
184,0.18,0.04,0.009,0.047
185,0.18,0.04,0.009,0.047
186,0.17,0.029,0.007,0.03
187,0.18,0.04,0.009,0.047
188,0.18,0.04,0.009,0.047
189,0.17,0.029,0.007,0.03
190,0.18,0.04,0.009,0.047
191,0.18,0.04,0.009,0.047
192,0.17,0.029,0.007,0.03
193,0.18,0.04,0.009,0.047
194,0.17,0.029,0.007,0.03
195,0.18,0.04,0.009,0.047
196,0.17,0.029,0.007,0.03
197,0.18,0.04,0.009,0.047
198,0.18,0.04,0.009,0.047
199,0.16,0.021,0.005,0.019
200,0.17,0.029,0.007,0.03
201,0.17,0.029,0.007,0.03
202,0.17,0.029,0.007,0.03
203,0.17,0.029,0.007,0.03
204,0.18,0.04,0.009,0.047
205,0.17,0.029,0.007,0.03
206,0.17,0.029,0.007,0.03
207,0.17,0.029,0.007,0.03
208,0.18,0.04,0.009,0.047
209,0.18,0.04,0.009,0.047
210,0.18,0.04,0.009,0.047
211,0.17,0.029,0.007,0.03
212,0.18,0.04,0.009,0.047
213,0.18,0.04,0.009,0.047
214,0.17,0.029,0.007,0.03
215,0.17,0.029,0.007,0.03
216,0.17,0.029,0.007,0.03
217,0.17,0.029,0.007,0.03
